<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
QIWI,D,20140717,000000,1531.2000000
QIWI,D,20140718,000000,1439.8000000
QIWI,D,20140721,000000,1399.9000000
QIWI,D,20140722,000000,1370.0000000
QIWI,D,20140723,000000,1382.0000000
QIWI,D,20140724,000000,1383.0000000
QIWI,D,20140725,000000,1330.0000000
QIWI,D,20140728,000000,1315.0000000
QIWI,D,20140729,000000,1348.4000000
QIWI,D,20140730,000000,1381.9000000
QIWI,D,20140731,000000,1360.0000000
QIWI,D,20140801,000000,1310.0000000
QIWI,D,20140804,000000,1348.7000000
QIWI,D,20140805,000000,1390.5000000
QIWI,D,20140806,000000,1399.9000000
QIWI,D,20140807,000000,1420.0000000
QIWI,D,20140808,000000,1323.9000000
QIWI,D,20140811,000000,1320.0000000
QIWI,D,20140812,000000,1320.0000000
QIWI,D,20140813,000000,1338.0000000
QIWI,D,20140814,000000,1308.4000000
QIWI,D,20140815,000000,1345.1000000
QIWI,D,20140818,000000,1385.0000000
QIWI,D,20140819,000000,1420.0000000
QIWI,D,20140820,000000,1422.5000000
QIWI,D,20140821,000000,1422.4000000
QIWI,D,20140822,000000,1399.9000000
QIWI,D,20140825,000000,1407.5000000
QIWI,D,20140826,000000,1430.0000000
QIWI,D,20140827,000000,1454.5000000
QIWI,D,20140828,000000,1445.0000000
QIWI,D,20140829,000000,1449.6000000
QIWI,D,20140901,000000,1440.0000000
QIWI,D,20140902,000000,1410.0000000
QIWI,D,20140903,000000,1437.4000000
QIWI,D,20140904,000000,1375.0000000
QIWI,D,20140905,000000,1405.1000000
QIWI,D,20140908,000000,1465.7000000
QIWI,D,20140909,000000,1375.0000000
QIWI,D,20140910,000000,1389.9000000
QIWI,D,20140911,000000,1400.0000000
QIWI,D,20140912,000000,1379.5000000
QIWI,D,20140915,000000,1343.7000000
QIWI,D,20140916,000000,1396.0000000
QIWI,D,20140917,000000,1343.0000000
QIWI,D,20140918,000000,1399.0000000
QIWI,D,20140919,000000,1320.0000000
QIWI,D,20140922,000000,1285.0000000
QIWI,D,20140923,000000,1264.0000000
QIWI,D,20140924,000000,1237.2000000
QIWI,D,20140925,000000,1364.9000000
QIWI,D,20140926,000000,1250.5000000
QIWI,D,20140929,000000,1251.6000000
QIWI,D,20140930,000000,1260.9000000
QIWI,D,20141001,000000,1255.0000000
QIWI,D,20141002,000000,1340.0000000
QIWI,D,20141003,000000,1225.0000000
QIWI,D,20141006,000000,1220.0000000
QIWI,D,20141007,000000,1215.0000000
QIWI,D,20141008,000000,1200.0000000
QIWI,D,20141009,000000,1170.0000000
QIWI,D,20141010,000000,1140.0000000
QIWI,D,20141013,000000,1105.0000000
QIWI,D,20141014,000000,1150.0000000
QIWI,D,20141015,000000,1140.0000000
QIWI,D,20141016,000000,1160.0000000
QIWI,D,20141017,000000,1230.0000000
QIWI,D,20141020,000000,1200.0000000
QIWI,D,20141021,000000,1240.0000000
QIWI,D,20141022,000000,1260.0000000
QIWI,D,20141023,000000,1275.0000000
QIWI,D,20141024,000000,1125.0000000
QIWI,D,20141027,000000,1200.0000000
QIWI,D,20141028,000000,1235.0000000
QIWI,D,20141029,000000,1235.0000000
QIWI,D,20141030,000000,1260.0000000
QIWI,D,20141031,000000,1350.0000000
QIWI,D,20141103,000000,1380.0000000
QIWI,D,20141105,000000,1400.0000000
QIWI,D,20141106,000000,1425.0000000
QIWI,D,20141107,000000,1400.0000000
QIWI,D,20141110,000000,1340.0000000
QIWI,D,20141111,000000,1475.0000000
QIWI,D,20141112,000000,1375.0000000
QIWI,D,20141113,000000,1400.0000000
QIWI,D,20141114,000000,1395.0000000
QIWI,D,20141117,000000,1405.0000000
QIWI,D,20141118,000000,1350.0000000
QIWI,D,20141119,000000,1370.0000000
QIWI,D,20141120,000000,1365.0000000
QIWI,D,20141121,000000,1345.0000000
QIWI,D,20141124,000000,1330.0000000
QIWI,D,20141125,000000,1320.0000000
QIWI,D,20141126,000000,1315.0000000
QIWI,D,20141127,000000,1355.0000000
QIWI,D,20141128,000000,1390.0000000
QIWI,D,20141201,000000,1395.0000000
QIWI,D,20141202,000000,1415.0000000
QIWI,D,20141203,000000,1410.0000000
QIWI,D,20141204,000000,1395.0000000
QIWI,D,20141205,000000,1350.0000000
QIWI,D,20141208,000000,1310.0000000
QIWI,D,20141209,000000,1275.0000000
QIWI,D,20141210,000000,1400.0000000
QIWI,D,20141211,000000,1405.0000000
QIWI,D,20141212,000000,1410.0000000
QIWI,D,20141215,000000,1350.0000000
QIWI,D,20141216,000000,1365.0000000
QIWI,D,20141217,000000,1225.0000000
QIWI,D,20141218,000000,1200.0000000
QIWI,D,20141219,000000,1200.0000000
QIWI,D,20141222,000000,1155.0000000
QIWI,D,20141223,000000,1140.0000000
QIWI,D,20141224,000000,1110.0000000
QIWI,D,20141225,000000,1200.0000000
QIWI,D,20141226,000000,1155.0000000
QIWI,D,20141229,000000,1235.0000000
QIWI,D,20141230,000000,1135.0000000
QIWI,D,20150105,000000,1220.0000000
QIWI,D,20150106,000000,1230.0000000
QIWI,D,20150108,000000,1310.0000000
QIWI,D,20150109,000000,1360.0000000
QIWI,D,20150112,000000,1355.0000000
QIWI,D,20150113,000000,1375.0000000
QIWI,D,20150114,000000,1420.0000000
QIWI,D,20150115,000000,1430.0000000
QIWI,D,20150116,000000,1430.0000000
QIWI,D,20150119,000000,1440.0000000
QIWI,D,20150120,000000,1435.0000000
QIWI,D,20150121,000000,1425.0000000
QIWI,D,20150122,000000,1415.0000000
QIWI,D,20150123,000000,1400.0000000
QIWI,D,20150126,000000,1420.0000000
QIWI,D,20150127,000000,1415.0000000
QIWI,D,20150128,000000,1355.0000000
QIWI,D,20150129,000000,1375.0000000
QIWI,D,20150130,000000,1395.0000000
QIWI,D,20150202,000000,1330.0000000
QIWI,D,20150203,000000,1295.0000000
QIWI,D,20150204,000000,1320.0000000
QIWI,D,20150205,000000,1365.0000000
QIWI,D,20150206,000000,1430.0000000
QIWI,D,20150209,000000,1490.0000000
QIWI,D,20150210,000000,1450.0000000
QIWI,D,20150211,000000,1505.0000000
QIWI,D,20150212,000000,1560.0000000
QIWI,D,20150213,000000,1600.0000000
QIWI,D,20150216,000000,1565.0000000
QIWI,D,20150217,000000,1585.0000000
QIWI,D,20150218,000000,1575.0000000
QIWI,D,20150219,000000,1540.0000000
QIWI,D,20150220,000000,1475.0000000
QIWI,D,20150224,000000,1425.0000000
QIWI,D,20150225,000000,1435.0000000
QIWI,D,20150226,000000,1435.0000000
QIWI,D,20150227,000000,1420.0000000
QIWI,D,20150302,000000,1440.0000000
QIWI,D,20150303,000000,1445.0000000
QIWI,D,20150304,000000,1370.0000000
QIWI,D,20150305,000000,1360.0000000
QIWI,D,20150306,000000,1415.0000000
QIWI,D,20150310,000000,1365.0000000
QIWI,D,20150311,000000,1400.0000000
QIWI,D,20150312,000000,1345.0000000
QIWI,D,20150313,000000,1285.0000000
QIWI,D,20150316,000000,1315.0000000
QIWI,D,20150317,000000,1285.0000000
QIWI,D,20150318,000000,1280.0000000
QIWI,D,20150319,000000,1260.0000000
QIWI,D,20150320,000000,1255.0000000
QIWI,D,20150323,000000,1255.0000000
QIWI,D,20150324,000000,1325.0000000
QIWI,D,20150325,000000,1375.0000000
QIWI,D,20150326,000000,1350.0000000
QIWI,D,20150327,000000,1330.0000000
QIWI,D,20150330,000000,1375.0000000
QIWI,D,20150331,000000,1400.0000000
QIWI,D,20150401,000000,1420.0000000
QIWI,D,20150402,000000,1405.0000000
QIWI,D,20150403,000000,1360.0000000
QIWI,D,20150406,000000,1440.0000000
QIWI,D,20150407,000000,1390.0000000
QIWI,D,20150408,000000,1430.0000000
QIWI,D,20150409,000000,1385.0000000
QIWI,D,20150410,000000,1395.0000000
QIWI,D,20150413,000000,1400.0000000
QIWI,D,20150414,000000,1340.0000000
QIWI,D,20150415,000000,1360.0000000
QIWI,D,20150416,000000,1355.0000000
QIWI,D,20150417,000000,1385.0000000
QIWI,D,20150420,000000,1335.0000000
QIWI,D,20150421,000000,1350.0000000
QIWI,D,20150422,000000,1340.0000000
QIWI,D,20150423,000000,1380.0000000
QIWI,D,20150424,000000,1390.0000000
QIWI,D,20150427,000000,1395.0000000
QIWI,D,20150428,000000,1390.0000000
QIWI,D,20150429,000000,1380.0000000
QIWI,D,20150430,000000,1375.0000000
QIWI,D,20150505,000000,1380.0000000
QIWI,D,20150506,000000,1390.0000000
QIWI,D,20150507,000000,1400.0000000
QIWI,D,20150508,000000,1450.0000000
QIWI,D,20150512,000000,1420.0000000
QIWI,D,20150513,000000,1465.0000000
QIWI,D,20150514,000000,1645.0000000
QIWI,D,20150515,000000,1705.0000000
QIWI,D,20150518,000000,1695.0000000
QIWI,D,20150519,000000,1705.0000000
QIWI,D,20150520,000000,1680.0000000
QIWI,D,20150521,000000,1600.0000000
QIWI,D,20150522,000000,1605.0000000
QIWI,D,20150525,000000,1605.0000000
QIWI,D,20150526,000000,1560.0000000
QIWI,D,20150527,000000,1570.0000000
QIWI,D,20150528,000000,1590.0000000
QIWI,D,20150529,000000,1575.0000000
QIWI,D,20150601,000000,1615.0000000
QIWI,D,20150602,000000,1630.0000000
QIWI,D,20150603,000000,1635.0000000
QIWI,D,20150604,000000,1605.0000000
QIWI,D,20150608,000000,1620.0000000
QIWI,D,20150609,000000,1605.0000000
QIWI,D,20150610,000000,1650.0000000
QIWI,D,20150611,000000,1605.0000000
QIWI,D,20150615,000000,1600.0000000
QIWI,D,20150616,000000,1540.0000000
QIWI,D,20150617,000000,1500.0000000
QIWI,D,20150618,000000,1550.0000000
QIWI,D,20150619,000000,1560.0000000
QIWI,D,20150622,000000,1560.0000000
QIWI,D,20150623,000000,1590.0000000
QIWI,D,20150624,000000,1605.0000000
QIWI,D,20150625,000000,1555.0000000
QIWI,D,20150626,000000,1555.0000000
QIWI,D,20150629,000000,1640.0000000
QIWI,D,20150630,000000,1585.0000000
QIWI,D,20150702,000000,1575.0000000
QIWI,D,20150703,000000,1495.0000000
QIWI,D,20150706,000000,1585.0000000
QIWI,D,20150707,000000,1490.0000000
QIWI,D,20150708,000000,1545.0000000
QIWI,D,20150709,000000,1550.0000000
QIWI,D,20150710,000000,1505.0000000
QIWI,D,20150713,000000,1575.0000000
QIWI,D,20150714,000000,1525.0000000
QIWI,D,20150715,000000,1515.0000000
QIWI,D,20150717,000000,1605.0000000
QIWI,D,20150720,000000,1605.0000000
QIWI,D,20150721,000000,1665.0000000
QIWI,D,20150722,000000,1670.0000000
QIWI,D,20150723,000000,1625.0000000
QIWI,D,20150724,000000,1600.0000000
QIWI,D,20150727,000000,1660.0000000
QIWI,D,20150728,000000,1735.0000000
QIWI,D,20150729,000000,1730.0000000
QIWI,D,20150731,000000,1680.0000000
QIWI,D,20150803,000000,1850.0000000
QIWI,D,20150804,000000,1800.0000000
QIWI,D,20150805,000000,1895.0000000
QIWI,D,20150806,000000,1750.0000000
QIWI,D,20150807,000000,1830.0000000
QIWI,D,20150810,000000,1880.0000000
QIWI,D,20150811,000000,1835.0000000
QIWI,D,20150812,000000,1795.0000000
QIWI,D,20150813,000000,1735.0000000
QIWI,D,20150814,000000,1835.0000000
QIWI,D,20150818,000000,1895.0000000
QIWI,D,20150819,000000,1795.0000000
QIWI,D,20150820,000000,1680.0000000
QIWI,D,20150821,000000,1650.0000000
QIWI,D,20150824,000000,1615.0000000
QIWI,D,20150825,000000,1665.0000000
QIWI,D,20150826,000000,1625.0000000
QIWI,D,20150827,000000,1665.0000000
QIWI,D,20150828,000000,1700.0000000
QIWI,D,20150831,000000,1735.0000000
QIWI,D,20150901,000000,1640.0000000
QIWI,D,20150902,000000,1450.0000000
QIWI,D,20150903,000000,1465.0000000
QIWI,D,20150904,000000,1480.0000000
QIWI,D,20150907,000000,1500.0000000
QIWI,D,20150908,000000,1500.0000000
QIWI,D,20150909,000000,1400.0000000
QIWI,D,20150910,000000,1325.0000000
QIWI,D,20150911,000000,1325.0000000
QIWI,D,20150914,000000,1315.0000000
QIWI,D,20150915,000000,1305.0000000
QIWI,D,20150916,000000,1335.0000000
QIWI,D,20150917,000000,1335.0000000
QIWI,D,20150918,000000,1315.0000000
QIWI,D,20150921,000000,1220.0000000
QIWI,D,20150922,000000,1115.0000000
QIWI,D,20150923,000000,1075.0000000
QIWI,D,20150924,000000,1015.0000000
QIWI,D,20150925,000000,1030.0000000
QIWI,D,20150928,000000,995.0000000
QIWI,D,20150929,000000,1025.0000000
QIWI,D,20150930,000000,1065.0000000
QIWI,D,20151001,000000,1025.0000000
QIWI,D,20151002,000000,1060.0000000
QIWI,D,20151005,000000,1140.0000000
QIWI,D,20151006,000000,1180.0000000
QIWI,D,20151007,000000,1180.0000000
QIWI,D,20151008,000000,1165.0000000
QIWI,D,20151009,000000,1165.0000000
QIWI,D,20151012,000000,1140.0000000
QIWI,D,20151013,000000,1175.0000000
QIWI,D,20151014,000000,1195.0000000
QIWI,D,20151015,000000,1255.0000000
QIWI,D,20151016,000000,1215.0000000
QIWI,D,20151019,000000,1260.0000000
QIWI,D,20151020,000000,1230.0000000
QIWI,D,20151021,000000,1235.0000000
QIWI,D,20151022,000000,1195.0000000
QIWI,D,20151023,000000,1200.0000000
QIWI,D,20151026,000000,1195.0000000
QIWI,D,20151027,000000,1195.0000000
QIWI,D,20151028,000000,1200.0000000
QIWI,D,20151029,000000,1115.0000000
QIWI,D,20151030,000000,1110.0000000
QIWI,D,20151102,000000,1135.0000000
QIWI,D,20151103,000000,1110.0000000
QIWI,D,20151105,000000,1070.0000000
QIWI,D,20151106,000000,1075.0000000
QIWI,D,20151109,000000,1070.0000000
QIWI,D,20151110,000000,1125.0000000
QIWI,D,20151111,000000,1150.0000000
QIWI,D,20151112,000000,1185.0000000
QIWI,D,20151113,000000,1155.0000000
QIWI,D,20151116,000000,1170.0000000
QIWI,D,20151117,000000,1240.0000000
QIWI,D,20151118,000000,1290.0000000
QIWI,D,20151119,000000,1265.0000000
QIWI,D,20151120,000000,1255.0000000
QIWI,D,20151123,000000,1280.0000000
QIWI,D,20151124,000000,1260.0000000
QIWI,D,20151125,000000,1285.0000000
QIWI,D,20151126,000000,1275.0000000
QIWI,D,20151127,000000,1240.0000000
QIWI,D,20151130,000000,1250.0000000
QIWI,D,20151201,000000,1265.0000000
QIWI,D,20151202,000000,1320.0000000
QIWI,D,20151203,000000,1285.0000000
QIWI,D,20151204,000000,1275.0000000
QIWI,D,20151207,000000,1240.0000000
QIWI,D,20151208,000000,1210.0000000
QIWI,D,20151209,000000,1250.0000000
QIWI,D,20151210,000000,1275.0000000
QIWI,D,20151211,000000,1245.0000000
QIWI,D,20151214,000000,1200.0000000
QIWI,D,20151215,000000,1250.0000000
QIWI,D,20151216,000000,1260.0000000
QIWI,D,20151217,000000,1350.0000000
QIWI,D,20151218,000000,1265.0000000
QIWI,D,20151221,000000,1275.0000000
QIWI,D,20151222,000000,1275.0000000
QIWI,D,20151223,000000,1290.0000000
QIWI,D,20151224,000000,1275.0000000
QIWI,D,20151225,000000,1275.0000000
QIWI,D,20151228,000000,1290.0000000
QIWI,D,20151229,000000,1305.0000000
QIWI,D,20151230,000000,1320.0000000
QIWI,D,20160104,000000,1280.0000000
QIWI,D,20160105,000000,1300.0000000
QIWI,D,20160106,000000,1295.0000000
QIWI,D,20160111,000000,1250.0000000
QIWI,D,20160112,000000,1245.0000000
QIWI,D,20160113,000000,1260.0000000
QIWI,D,20160114,000000,1265.0000000
QIWI,D,20160115,000000,1190.0000000
QIWI,D,20160118,000000,1205.0000000
QIWI,D,20160119,000000,1235.0000000
QIWI,D,20160120,000000,1130.0000000
QIWI,D,20160121,000000,1150.0000000
QIWI,D,20160122,000000,1150.0000000
QIWI,D,20160125,000000,1105.0000000
QIWI,D,20160126,000000,1045.0000000
QIWI,D,20160127,000000,1055.0000000
QIWI,D,20160128,000000,1025.0000000
QIWI,D,20160129,000000,1020.0000000
QIWI,D,20160201,000000,1025.0000000
QIWI,D,20160202,000000,1000.0000000
QIWI,D,20160203,000000,1015.0000000
QIWI,D,20160204,000000,1110.0000000
QIWI,D,20160205,000000,1055.0000000
QIWI,D,20160208,000000,1020.0000000
QIWI,D,20160209,000000,1020.0000000
QIWI,D,20160210,000000,1015.0000000
QIWI,D,20160211,000000,1005.0000000
QIWI,D,20160212,000000,995.0000000
QIWI,D,20160215,000000,985.0000000
QIWI,D,20160216,000000,985.0000000
QIWI,D,20160217,000000,980.0000000
QIWI,D,20160218,000000,965.0000000
QIWI,D,20160219,000000,915.0000000
QIWI,D,20160220,000000,935.0000000
QIWI,D,20160222,000000,885.0000000
QIWI,D,20160224,000000,865.0000000
QIWI,D,20160225,000000,860.0000000
QIWI,D,20160226,000000,840.0000000
QIWI,D,20160229,000000,860.0000000
QIWI,D,20160301,000000,870.0000000
QIWI,D,20160302,000000,825.0000000
QIWI,D,20160303,000000,830.0000000
QIWI,D,20160304,000000,845.0000000
QIWI,D,20160307,000000,865.0000000
QIWI,D,20160309,000000,845.0000000
QIWI,D,20160310,000000,835.0000000
QIWI,D,20160311,000000,855.0000000
QIWI,D,20160314,000000,865.0000000
QIWI,D,20160315,000000,865.0000000
QIWI,D,20160316,000000,935.0000000
QIWI,D,20160317,000000,905.0000000
QIWI,D,20160318,000000,930.0000000
QIWI,D,20160321,000000,975.0000000
QIWI,D,20160322,000000,980.0000000
QIWI,D,20160323,000000,985.0000000
QIWI,D,20160324,000000,990.0000000
QIWI,D,20160325,000000,985.0000000
QIWI,D,20160328,000000,965.0000000
QIWI,D,20160329,000000,950.0000000
QIWI,D,20160330,000000,945.0000000
QIWI,D,20160331,000000,965.0000000
QIWI,D,20160401,000000,955.0000000
QIWI,D,20160404,000000,955.0000000
QIWI,D,20160405,000000,955.0000000
QIWI,D,20160406,000000,955.0000000
QIWI,D,20160407,000000,950.0000000
QIWI,D,20160408,000000,940.0000000
QIWI,D,20160411,000000,960.0000000
QIWI,D,20160412,000000,1035.0000000
QIWI,D,20160413,000000,1075.0000000
QIWI,D,20160414,000000,1075.0000000
QIWI,D,20160415,000000,1065.0000000
QIWI,D,20160418,000000,1060.0000000
QIWI,D,20160419,000000,1050.0000000
QIWI,D,20160420,000000,1030.0000000
QIWI,D,20160421,000000,1040.0000000
QIWI,D,20160422,000000,1040.0000000
QIWI,D,20160425,000000,1040.0000000
QIWI,D,20160426,000000,1020.0000000
QIWI,D,20160427,000000,925.0000000
QIWI,D,20160428,000000,845.0000000
QIWI,D,20160429,000000,805.0000000
QIWI,D,20160504,000000,740.0000000
QIWI,D,20160505,000000,732.0000000
QIWI,D,20160506,000000,719.0000000
QIWI,D,20160510,000000,709.0000000
QIWI,D,20160511,000000,718.0000000
QIWI,D,20160512,000000,722.0000000
QIWI,D,20160513,000000,729.0000000
QIWI,D,20160516,000000,726.0000000
QIWI,D,20160517,000000,718.0000000
QIWI,D,20160518,000000,750.0000000
QIWI,D,20160519,000000,790.0000000
QIWI,D,20160520,000000,807.0000000
QIWI,D,20160523,000000,806.0000000
QIWI,D,20160524,000000,795.0000000
QIWI,D,20160525,000000,813.0000000
QIWI,D,20160526,000000,820.0000000
QIWI,D,20160527,000000,833.0000000
QIWI,D,20160530,000000,833.0000000
QIWI,D,20160531,000000,823.0000000
QIWI,D,20160601,000000,816.0000000
QIWI,D,20160602,000000,840.0000000
QIWI,D,20160603,000000,825.0000000
QIWI,D,20160606,000000,860.0000000
QIWI,D,20160607,000000,899.0000000
QIWI,D,20160608,000000,883.0000000
QIWI,D,20160609,000000,909.0000000
QIWI,D,20160610,000000,932.0000000
QIWI,D,20160614,000000,884.0000000
QIWI,D,20160615,000000,887.0000000
QIWI,D,20160616,000000,861.0000000
QIWI,D,20160617,000000,892.0000000
QIWI,D,20160620,000000,874.0000000
QIWI,D,20160621,000000,876.0000000
QIWI,D,20160622,000000,892.0000000
