"tradingitemid","pricingdate","priceopen","pricehigh","pricelow","pricemid","priceclose","pricebid","priceask","volume","adjustmentfactor","vwap","pacvertofeedpop"
2590360,2011-01-13 00:00:00,49.308571,49.520000,49.121428,49.383571,49.382857,49.375714,49.391428,74536210,7.0000000000,49.351428,561
2590360,2011-01-14 00:00:00,49.412857,49.782857,49.205714,49.765000,49.782857,49.750000,49.780000,77209720,7.0000000000,49.538571,561
2590360,2011-01-18 00:00:00,47.074285,49.251785,46.571428,48.713571,48.664285,48.712857,48.714285,470246700,7.0000000000,48.288571,561
2590360,2011-01-19 00:00:00,49.764285,49.800000,48.125714,48.403571,48.405714,48.400000,48.407142,283902220,7.0000000000,48.945714,561
2590360,2011-01-20 00:00:00,48.061428,48.328571,47.160000,47.545000,47.525714,47.544285,47.545714,191197300,7.0000000000,47.550000,561
2590360,2011-01-21 00:00:00,47.681428,47.840000,46.661428,46.668571,46.674285,46.662857,46.674285,188599740,7.0000000000,47.194285,561
2590360,2011-01-24 00:00:00,46.695714,48.207142,46.674285,48.199285,48.207142,48.195714,48.202857,143670520,7.0000000000,47.630000,561
2590360,2011-01-25 00:00:00,48.047142,48.777142,47.795714,48.769285,48.771428,48.761428,48.777142,136716650,7.0000000000,48.407142,561
2590360,2011-01-26 00:00:00,48.994285,49.371428,48.785714,49.124285,49.121428,49.120000,49.128571,126716800,7.0000000000,49.175714,561
2590360,2011-01-27 00:00:00,49.111428,49.241828,48.975857,49.030000,49.030000,49.024285,49.035714,71255940,7.0000000000,49.104285,561
2590360,2011-01-28 00:00:00,49.167142,49.200000,47.646857,48.007857,48.014285,48.007142,48.008571,148014160,7.0000000000,48.250000,561
2590360,2011-01-31 00:00:00,47.971428,48.577142,47.757142,48.470714,48.474285,48.470000,48.471428,94311630,7.0000000000,48.250000,561
2590360,2011-02-01 00:00:00,48.757142,49.378571,48.711428,49.296428,49.290000,49.284285,49.308571,106657950,7.0000000000,49.181428,561
2590360,2011-02-02 00:00:00,49.207142,49.321428,49.078571,49.184285,49.188571,49.178571,49.190000,64738807,7.0000000000,49.190000,561
2590360,2011-02-03 00:00:00,49.114285,49.177142,48.364285,49.058571,49.062857,49.054285,49.062857,98449120,7.0000000000,48.882857,561
2590360,2011-02-04 00:00:00,49.091428,49.528571,49.072857,49.497857,49.500000,49.495714,49.500000,80459610,7.0000000000,49.378571,561
2590360,2011-02-07 00:00:00,49.698571,50.464285,49.662857,50.264285,50.268571,50.261428,50.267142,121254910,7.0000000000,50.205714,561
2590360,2011-02-08 00:00:00,50.525714,50.788571,50.307142,50.756428,50.742857,50.742857,50.770000,95259920,7.0000000000,50.651428,561
2590360,2011-02-09 00:00:00,50.741428,51.285714,50.695714,51.155000,51.165714,51.145714,51.164285,120686090,7.0000000000,51.065714,561
2590360,2011-02-10 00:00:00,51.055714,51.428571,49.714285,50.642142,50.648571,50.635714,50.648571,232137360,7.0000000000,50.820000,561
2590360,2011-02-11 00:00:00,50.678942,51.114285,50.505728,50.985714,50.978571,50.978571,50.992857,91892920,7.0000000000,50.925714,561
2590360,2011-02-14 00:00:00,50.970000,51.354285,50.958571,51.302857,51.311428,51.292857,51.312857,77603470,7.0000000000,51.262857,561
2590360,2011-02-15 00:00:00,51.312857,51.424285,51.078571,51.418571,51.414285,51.415714,51.421428,71043420,7.0000000000,51.288571,561
2590360,2011-02-16 00:00:00,51.542857,52.128571,51.500000,51.865000,51.875714,51.864285,51.865714,120288840,7.0000000000,51.835714,561
2590360,2011-02-17 00:00:00,51.035714,51.467142,50.931428,51.185000,51.185714,51.184285,51.185714,132643490,7.0000000000,51.197142,561
2590360,2011-02-18 00:00:00,51.244285,51.357142,49.931428,50.070714,50.080000,50.068571,50.072857,204011710,7.0000000000,50.465714,561
2590360,2011-02-22 00:00:00,48.878571,49.342857,48.245714,48.380714,48.372857,48.377142,48.384285,218135540,7.0000000000,48.722857,561
2590360,2011-02-23 00:00:00,48.395714,49.234285,48.372857,48.971428,48.945714,48.945714,48.997142,167962970,7.0000000000,48.801428,561
2590360,2011-02-24 00:00:00,49.145714,49.307142,48.338571,48.954285,48.982857,48.938571,48.970000,124974500,7.0000000000,48.848571,561
2590360,2011-02-25 00:00:00,49.322857,49.775714,49.257142,49.750000,49.737142,49.738571,49.761428,95004490,7.0000000000,49.578571,561
2590360,2011-02-28 00:00:00,50.177142,50.721428,50.160000,50.478571,50.458571,50.458571,50.498571,100768500,7.0000000000,50.438571,561
2590360,2011-03-01 00:00:00,50.781428,50.817142,49.668714,49.924285,49.901428,49.920000,49.928571,114032170,7.0000000000,50.120000,561
2590360,2011-03-02 00:00:00,49.994285,50.621428,49.771428,50.300000,50.302857,50.297142,50.302857,150647210,7.0000000000,50.247142,561
2590360,2011-03-03 00:00:00,51.027142,51.398571,50.845714,51.356428,51.365714,51.352857,51.360000,125196750,7.0000000000,51.177142,561
2590360,2011-03-04 00:00:00,51.438571,51.470000,51.107142,51.427142,51.428571,51.425714,51.428571,113316490,7.0000000000,51.295714,561
2590360,2011-03-07 00:00:00,51.628571,51.667142,50.187142,50.770714,50.765714,50.768571,50.772857,136530170,7.0000000000,50.762857,561
2590360,2011-03-08 00:00:00,50.701428,51.057142,50.321428,50.813571,50.822857,50.810000,50.817142,89078990,7.0000000000,50.821428,561
2590360,2011-03-09 00:00:00,50.670000,50.680000,50.085714,50.349285,50.352857,50.348571,50.350000,113349040,7.0000000000,50.350000,561
2590360,2011-03-10 00:00:00,49.874285,49.967142,49.271428,49.525714,49.524285,49.517142,49.534285,126972090,7.0000000000,49.535714,561
2590360,2011-03-11 00:00:00,49.332857,50.331428,49.285714,50.285714,50.284285,50.284285,50.287142,117770030,7.0000000000,49.978571,561
2590360,2011-03-14 00:00:00,50.454285,50.926342,50.187142,50.517142,50.508571,50.508571,50.525714,109113690,7.0000000000,50.530000,561
2590360,2011-03-15 00:00:00,48.871428,49.691428,48.585714,49.342142,49.347142,49.337142,49.347142,180262320,7.0000000000,49.211428,561
2590360,2011-03-16 00:00:00,48.857142,49.000000,46.608571,47.127142,47.144285,47.107142,47.147142,289187640,7.0000000000,48.018571,561
2590360,2011-03-17 00:00:00,48.118571,48.515714,47.237085,47.794285,47.805714,47.782857,47.805714,164854970,7.0000000000,48.157142,561
2590360,2011-03-18 00:00:00,48.161428,48.314285,47.142857,47.237142,47.238571,47.235714,47.238571,188302590,7.0000000000,47.567142,561
2590360,2011-03-21 00:00:00,47.998571,48.534285,47.894285,48.460000,48.471428,48.458571,48.461428,102347560,7.0000000000,48.318571,561
2590360,2011-03-22 00:00:00,48.937142,48.945714,48.448571,48.737857,48.742857,48.732857,48.742857,81558190,7.0000000000,48.705714,561
2590360,2011-03-23 00:00:00,48.468571,48.602857,47.992857,48.450714,48.455714,48.445714,48.455714,93248470,7.0000000000,48.330000,561
2590360,2011-03-24 00:00:00,48.835714,49.428571,48.408571,49.290714,49.281428,49.281428,49.300000,101177720,7.0000000000,48.987142,561
2590360,2011-03-25 00:00:00,49.724285,50.294285,49.574285,50.224285,50.220000,50.220000,50.228571,112292810,7.0000000000,50.044285,561
2590360,2011-03-28 00:00:00,50.450000,50.617142,50.062857,50.072142,50.062857,50.061428,50.082857,77337400,7.0000000000,50.382857,561
2590360,2011-03-29 00:00:00,49.665714,50.137142,49.437142,50.135714,50.137142,50.134285,50.137142,88224990,7.0000000000,49.870000,561
2590360,2011-03-30 00:00:00,50.091428,50.125714,49.634285,49.817857,49.804285,49.811428,49.824285,82351290,7.0000000000,49.830000,561
2590360,2011-03-31 00:00:00,49.480000,49.971428,49.437142,49.780714,49.786785,49.780000,49.781428,68592006,7.0000000000,49.771428,561
2590360,2011-04-01 00:00:00,50.158571,50.226742,49.042857,49.220714,49.222857,49.220000,49.221428,104665400,7.0000000000,49.588571,561
2590360,2011-04-04 00:00:00,49.187142,49.228571,48.342857,48.727857,48.741428,48.712857,48.742857,115020570,7.0000000000,48.702857,561
2590360,2011-04-05 00:00:00,48.141428,48.892857,48.000000,48.410714,48.412857,48.408571,48.412857,120740830,7.0000000000,48.457142,561
2590360,2011-04-06 00:00:00,48.745714,49.128571,48.162857,48.295714,48.291428,48.290000,48.301428,100634660,7.0000000000,48.530000,561
2590360,2011-04-07 00:00:00,48.300000,48.632857,48.004285,48.286428,48.297142,48.275714,48.297142,93361520,7.0000000000,48.292857,561
2590360,2011-04-08 00:00:00,48.560000,48.592857,47.707142,47.861428,47.865714,47.857142,47.865714,94383310,7.0000000000,48.055714,561
2590360,2011-04-11 00:00:00,47.722857,47.952857,47.145714,47.283571,47.257142,47.282857,47.284285,99787590,7.0000000000,47.395714,561
2590360,2011-04-12 00:00:00,47.212857,47.675714,47.171428,47.466428,47.485714,47.447142,47.485714,106627080,7.0000000000,47.405714,561
2590360,2011-04-13 00:00:00,47.860000,48.020000,47.502857,48.007857,48.018571,47.998571,48.017142,86608970,7.0000000000,47.741428,561
2590360,2011-04-14 00:00:00,47.828571,48.000000,47.437142,47.463571,47.488571,47.438571,47.488571,75497380,7.0000000000,47.622857,561
2590360,2011-04-15 00:00:00,47.614285,47.662857,46.685714,46.785714,46.780000,46.780000,46.791428,113458240,7.0000000000,47.155714,561
2590360,2011-04-18 00:00:00,46.585714,47.461428,45.737142,47.405000,47.407142,47.401428,47.408571,152474420,7.0000000000,46.401428,561
2590360,2011-04-19 00:00:00,47.585714,48.282857,47.387142,48.267857,48.265714,48.264285,48.271428,104844250,7.0000000000,47.820000,561
2590360,2011-04-20 00:00:00,49.072857,49.392857,48.785714,48.917142,48.915714,48.905714,48.928571,175163870,7.0000000000,49.351428,561
2590360,2011-04-21 00:00:00,50.714285,50.732857,49.788571,50.102142,50.099428,50.097142,50.107142,188449590,7.0000000000,50.294285,561
2590360,2011-04-25 00:00:00,50.048571,50.535714,50.042857,50.438571,50.429857,50.434285,50.442857,66636290,7.0000000000,50.338571,561
2590360,2011-04-26 00:00:00,50.517142,50.712857,49.907142,50.065000,50.060000,50.064285,50.065714,84400680,7.0000000000,50.210000,561
2590360,2011-04-27 00:00:00,50.320000,50.335714,49.585714,50.028571,50.021428,50.021428,50.035714,89052880,7.0000000000,49.951428,561
2590360,2011-04-28 00:00:00,49.455714,49.964285,49.360000,49.586428,49.535714,49.584285,49.588571,90297130,7.0000000000,49.602857,561
2590360,2011-04-29 00:00:00,49.540000,50.564285,49.523714,49.884285,50.018571,49.871428,49.897142,251585950,7.0000000000,49.981428,561
2590360,2011-05-02 00:00:00,49.962857,50.067000,49.357142,49.467857,49.468571,49.467142,49.468571,110678260,7.0000000000,49.695714,561
2590360,2011-05-03 00:00:00,49.712857,49.984285,49.374285,49.729285,49.742857,49.714285,49.744285,78390270,7.0000000000,49.717142,561
2590360,2011-05-04 00:00:00,49.751428,50.261428,49.554285,49.967857,49.938571,49.951428,49.984285,97312250,7.0000000000,49.908571,561
2590360,2011-05-05 00:00:00,49.771428,50.135714,49.435714,49.550714,49.535714,49.540000,49.561428,84065380,7.0000000000,49.811428,561
2590360,2011-05-06 00:00:00,49.955714,50.000000,49.458571,49.515714,49.522857,49.507142,49.524285,70061320,7.0000000000,49.751428,561
2590360,2011-05-09 00:00:00,49.694285,49.885714,49.503942,49.650714,49.657142,49.644285,49.657142,51188151,7.0000000000,49.695714,561
2590360,2011-05-10 00:00:00,49.841428,49.955714,49.522857,49.920714,49.921428,49.920000,49.921428,70521990,7.0000000000,49.710000,561
2590360,2011-05-11 00:00:00,49.860000,50.000000,49.320000,49.605000,49.604285,49.604285,49.605714,84018690,7.0000000000,49.655714,561
2590360,2011-05-12 00:00:00,49.445714,49.588571,48.895714,49.511428,49.510000,49.508571,49.514285,80239600,7.0000000000,49.287142,561
2590360,2011-05-13 00:00:00,49.380000,49.464285,48.621428,48.645000,48.642857,48.640000,48.650000,81547970,7.0000000000,48.987142,561
2590360,2011-05-16 00:00:00,48.457142,48.745714,47.514285,47.616428,47.614285,47.614285,47.618571,112535360,7.0000000000,48.051428,561
2590360,2011-05-17 00:00:00,47.428571,48.020000,47.247142,48.017857,48.020000,48.015714,48.020000,113196650,7.0000000000,47.584285,561
2590360,2011-05-18 00:00:00,48.067142,48.721428,48.000000,48.551428,48.552857,48.542857,48.560000,83693260,7.0000000000,48.461428,561
2590360,2011-05-19 00:00:00,48.868571,48.916285,48.381428,48.647142,48.647142,48.644285,48.650000,65291310,7.0000000000,48.664285,561
2590360,2011-05-20 00:00:00,48.508571,48.707142,47.860000,47.885000,47.888571,47.878571,47.891428,84547680,7.0000000000,48.245714,561
2590360,2011-05-23 00:00:00,47.138571,47.997142,47.060000,47.772142,47.771428,47.771428,47.772857,95627210,7.0000000000,47.530000,561
2590360,2011-05-24 00:00:00,47.928571,47.985571,47.334285,47.475000,47.455714,47.471428,47.478571,80520650,7.0000000000,47.600000,561
2590360,2011-05-25 00:00:00,47.632857,48.365714,47.550000,48.093571,48.111428,48.078571,48.108571,73555440,7.0000000000,47.997142,561
2590360,2011-05-26 00:00:00,47.995714,48.127142,47.776428,47.856428,47.857142,47.855714,47.857142,55673751,7.0000000000,47.921428,561
2590360,2011-05-27 00:00:00,47.828571,48.232857,47.758571,48.200000,48.201428,48.195714,48.204285,50912897,7.0000000000,48.037142,561
2590360,2011-05-31 00:00:00,48.728571,49.690000,48.714285,49.674285,49.690000,49.668571,49.680000,104434120,7.0000000000,49.214285,561
2590360,2011-06-01 00:00:00,49.838571,50.304571,49.235714,49.355714,49.358571,49.352857,49.358571,138670630,7.0000000000,49.778571,561
2590360,2011-06-02 00:00:00,49.500000,49.711428,49.185714,49.424285,49.443142,49.420000,49.428571,84721140,7.0000000000,49.484285,561
2590360,2011-06-03 00:00:00,49.025714,49.332857,48.858571,49.060000,49.062857,49.042857,49.077142,78360800,7.0000000000,49.104285,561
2590360,2011-06-06 00:00:00,49.385714,49.578571,48.258571,48.293571,48.291428,48.292857,48.294285,115484670,7.0000000000,48.888571,561
2590360,2011-06-07 00:00:00,48.310000,48.317142,47.414285,47.416428,47.434285,47.414285,47.418571,132493060,7.0000000000,47.745714,561
2590360,2011-06-08 00:00:00,47.397142,47.828571,47.235714,47.460714,47.462857,47.448571,47.472857,83471570,7.0000000000,47.508571,561
2590360,2011-06-09 00:00:00,47.607142,47.667142,47.250000,47.357857,47.355714,47.357142,47.358571,68841199,7.0000000000,47.431428,561
2590360,2011-06-10 00:00:00,47.221428,47.380000,46.501428,46.520000,46.557142,46.510000,46.530000,108529400,7.0000000000,46.872857,561
2590360,2011-06-13 00:00:00,46.742857,46.901428,46.438571,46.657857,46.657142,46.655714,46.660000,82414080,7.0000000000,46.678571,561
2590360,2011-06-14 00:00:00,47.142857,47.607142,47.044285,47.479285,47.491428,47.474285,47.484285,83641880,7.0000000000,47.374285,561
2590360,2011-06-15 00:00:00,47.107142,47.185714,46.411428,46.675714,46.678571,46.667142,46.684285,99851920,7.0000000000,46.755714,561
2590360,2011-06-16 00:00:00,46.700000,46.954442,45.475714,46.446428,46.451428,46.441428,46.451428,127647310,7.0000000000,46.334285,561
2590360,2011-06-17 00:00:00,46.998571,47.035714,45.622857,45.760714,45.751428,45.760000,45.761428,153872670,7.0000000000,46.100000,561
2590360,2011-06-20 00:00:00,45.336428,45.385714,44.357142,45.045000,45.045714,45.044285,45.045714,160161260,7.0000000000,44.944285,561
2590360,2011-06-21 00:00:00,45.240000,46.542857,45.028571,46.469285,46.471428,46.467142,46.471428,123343500,7.0000000000,46.028571,561
2590360,2011-06-22 00:00:00,46.451428,46.985714,46.054285,46.090714,46.087142,46.085714,46.095714,97645450,7.0000000000,46.571428,561
2590360,2011-06-23 00:00:00,45.562857,47.384285,45.445714,47.333571,47.318571,47.320000,47.347142,139939240,7.0000000000,46.511428,561
2590360,2011-06-24 00:00:00,47.338571,47.592857,46.441428,46.606428,46.621428,46.591428,46.621428,109981340,7.0000000000,46.920000,561
2590360,2011-06-27 00:00:00,46.798571,47.700000,46.750000,47.437857,47.434285,47.434285,47.441428,84989940,7.0000000000,47.360000,561
2590360,2011-06-28 00:00:00,47.664285,48.100000,47.634285,47.890714,47.894285,47.885714,47.895714,73574900,7.0000000000,47.887142,561
2590360,2011-06-29 00:00:00,48.005714,48.052857,47.411428,47.720000,47.720000,47.718571,47.721428,88179070,7.0000000000,47.721428,561
2590360,2011-06-30 00:00:00,47.814285,48.018571,47.548571,47.944285,47.952857,47.935714,47.952857,80807370,7.0000000000,47.855714,561
2590360,2011-07-01 00:00:00,47.992857,49.071428,47.742857,49.042857,49.037142,49.028571,49.057142,108828230,7.0000000000,48.577142,561
2590360,2011-07-05 00:00:00,49.000000,49.975714,48.928571,49.910000,49.918571,49.897142,49.922857,88818590,7.0000000000,49.708571,561
2590360,2011-07-06 00:00:00,49.850000,50.585714,49.530000,50.256428,50.251428,50.250000,50.262857,111156220,7.0000000000,50.128571,561
2590360,2011-07-07 00:00:00,50.667142,51.142857,50.571428,51.035000,51.028571,51.028571,51.041428,99915340,7.0000000000,50.951428,561
2590360,2011-07-08 00:00:00,50.477142,51.428571,50.314285,51.387857,51.387142,51.387142,51.388571,122481660,7.0000000000,51.132857,561
2590360,2011-07-11 00:00:00,50.905714,51.395714,50.402857,50.575000,50.571428,50.570000,50.580000,110713960,7.0000000000,50.821428,561
2590360,2011-07-12 00:00:00,50.504285,51.097142,49.802857,50.545000,50.535714,50.535714,50.554285,112901670,7.0000000000,50.594285,561
2590360,2011-07-13 00:00:00,51.190000,51.428571,50.911428,51.157142,51.145714,51.150000,51.164285,97909490,7.0000000000,51.224285,561
2590360,2011-07-14 00:00:00,51.572857,51.658571,50.905714,51.129285,51.110000,51.128571,51.130000,107633190,7.0000000000,51.315714,561
2590360,2011-07-15 00:00:00,51.595714,52.142857,51.310000,52.137142,52.131428,52.131428,52.142857,121116310,7.0000000000,51.658571,561
2590360,2011-07-18 00:00:00,52.204285,53.521428,52.182857,53.402142,53.400000,53.400000,53.404285,143157630,7.0000000000,52.841428,561
2590360,2011-07-19 00:00:00,54.000000,54.092857,53.331428,53.819285,53.835714,53.802857,53.835714,204786330,7.0000000000,54.250000,561
2590360,2011-07-20 00:00:00,56.588571,56.610000,55.142857,55.297142,55.271428,55.285714,55.308571,235331740,7.0000000000,55.647142,561
2590360,2011-07-21 00:00:00,55.278571,55.722857,54.842857,55.326428,55.327142,55.325714,55.327142,131629050,7.0000000000,55.334285,561
2590360,2011-07-22 00:00:00,55.474285,56.435714,55.392857,56.182857,56.185714,56.178571,56.187142,129181920,7.0000000000,55.968571,561
2590360,2011-07-25 00:00:00,55.764285,57.142857,55.660000,56.914285,56.928571,56.908571,56.920000,147451080,7.0000000000,56.700000,561
2590360,2011-07-26 00:00:00,57.142857,57.785714,57.097142,57.615714,57.630000,57.607142,57.624285,119145040,7.0000000000,57.538571,561
2590360,2011-07-27 00:00:00,57.227142,57.520000,56.021428,56.080714,56.084285,56.080000,56.081428,164830470,7.0000000000,56.545714,561
2590360,2011-07-28 00:00:00,55.945714,56.712857,55.447142,55.987857,55.974285,55.985714,55.990000,148506120,7.0000000000,56.168571,561
2590360,2011-07-29 00:00:00,55.377142,56.450000,54.857142,55.779285,55.782857,55.772857,55.785714,158145890,7.0000000000,55.871428,561
2590360,2011-08-01 00:00:00,56.825714,57.071428,56.052857,56.671428,56.678571,56.664285,56.678571,153207950,7.0000000000,56.487142,561
2590360,2011-08-02 00:00:00,56.807142,56.842857,55.478571,55.559285,55.558571,55.558571,55.560000,159884760,7.0000000000,56.192857,561
2590360,2011-08-03 00:00:00,55.854285,56.221428,54.605714,56.070714,56.081428,56.060000,56.081428,183125810,7.0000000000,55.627142,561
2590360,2011-08-04 00:00:00,55.630000,55.902857,53.907142,53.928571,53.910000,53.921428,53.935714,217851410,7.0000000000,54.915714,561
2590360,2011-08-05 00:00:00,54.348571,54.785714,51.795714,53.389285,53.374285,53.385714,53.392857,301140350,7.0000000000,53.478571,561
2590360,2011-08-08 00:00:00,51.670000,52.538571,50.431428,50.567142,50.458571,50.654285,50.480000,285951190,7.0000000000,51.585714,561
2590360,2011-08-09 00:00:00,51.614285,53.515714,50.714285,53.500714,53.430000,53.485714,53.515714,270645690,7.0000000000,52.148571,561
2590360,2011-08-10 00:00:00,53.021428,53.521428,51.785714,51.857857,51.955714,51.857142,51.858571,219662310,7.0000000000,52.617142,561
2590360,2011-08-11 00:00:00,52.931428,53.635714,52.102857,53.313571,53.385714,53.244285,53.382857,185491110,7.0000000000,53.081428,561
2590360,2011-08-12 00:00:00,54.010000,54.234285,53.461428,53.840714,53.855714,53.837142,53.844285,132243440,7.0000000000,53.890000,561
2590360,2011-08-15 00:00:00,54.232857,54.995714,54.012857,54.762857,54.772857,54.754285,54.771428,115135440,7.0000000000,54.664285,561
2590360,2011-08-16 00:00:00,54.502857,54.767142,53.722857,54.333571,54.354285,54.332857,54.334285,124722150,7.0000000000,54.321428,561
2590360,2011-08-17 00:00:00,54.615714,54.931428,54.000000,54.340714,54.348571,54.332857,54.348571,110514950,7.0000000000,54.417142,561
2590360,2011-08-18 00:00:00,52.977142,53.235714,51.624285,52.256428,52.292857,52.255714,52.257142,212858310,7.0000000000,52.398571,561
2590360,2011-08-19 00:00:00,51.738571,52.428571,50.857142,50.865000,50.861428,50.860000,50.870000,193970560,7.0000000000,51.638571,561
2590360,2011-08-22 00:00:00,52.072857,52.125714,50.727142,50.906428,50.920000,50.891428,50.921428,133826210,7.0000000000,51.282857,561
2590360,2011-08-23 00:00:00,51.471428,53.377142,51.000000,53.370714,53.371428,53.370000,53.371428,164208590,7.0000000000,52.382857,561
2590360,2011-08-24 00:00:00,53.352857,54.137142,52.942857,53.738571,53.740000,53.732857,53.744285,156566900,7.0000000000,53.350000,561
2590360,2011-08-25 00:00:00,52.154285,53.635714,52.142857,53.386428,53.388571,53.384285,53.388571,217825090,7.0000000000,53.002857,561
2590360,2011-08-26 00:00:00,53.024285,54.828571,52.971542,54.796428,54.797142,54.795714,54.797142,160368740,7.0000000000,54.234285,561
2590360,2011-08-29 00:00:00,55.454285,55.928571,55.428571,55.705000,55.710000,55.698571,55.711428,101313170,7.0000000000,55.700000,561
2590360,2011-08-30 00:00:00,55.464285,55.977142,55.172857,55.707142,55.712857,55.701428,55.712857,104480250,7.0000000000,55.610000,561
2590360,2011-08-31 00:00:00,55.795714,56.011428,54.551428,54.975000,54.975714,54.972857,54.977142,130688880,7.0000000000,55.202857,561
2590360,2011-09-01 00:00:00,55.117142,55.334271,54.388571,54.436428,54.432857,54.435714,54.437142,85930740,7.0000000000,54.831428,561
2590360,2011-09-02 00:00:00,53.534285,54.000000,53.118571,53.435000,53.435714,53.434285,53.435714,109791500,7.0000000000,53.551428,561
2590360,2011-09-06 00:00:00,52.481428,54.332857,52.354285,54.235714,54.248571,54.212857,54.258571,127424150,7.0000000000,53.408571,561
2590360,2011-09-07 00:00:00,55.080000,55.085714,54.571428,54.846428,54.847142,54.845714,54.847142,87643780,7.0000000000,54.838571,561
2590360,2011-09-08 00:00:00,54.628571,55.515714,54.615714,54.886428,54.877142,54.884285,54.888571,104039460,7.0000000000,55.050000,561
2590360,2011-09-09 00:00:00,54.847142,55.142857,53.574285,53.888571,53.925714,53.871428,53.905714,141269380,7.0000000000,54.285714,561
2590360,2011-09-12 00:00:00,53.285714,54.411428,53.128571,54.277857,54.277142,54.277142,54.278571,116957960,7.0000000000,53.760000,561
2590360,2011-09-13 00:00:00,54.591428,55.172857,54.321428,54.917857,54.945714,54.908571,54.927142,110184480,7.0000000000,54.788571,561
2590360,2011-09-14 00:00:00,55.288571,56.030000,55.108571,55.607142,55.614285,55.600000,55.614285,133680820,7.0000000000,55.640000,561
2590360,2011-09-15 00:00:00,55.918571,56.237142,55.700000,56.140000,56.137142,56.130000,56.150000,104454560,7.0000000000,56.034285,561
2590360,2011-09-16 00:00:00,56.505714,57.214714,56.432857,57.180000,57.214285,57.175714,57.184285,174622140,7.0000000000,56.964285,561
2590360,2011-09-19 00:00:00,56.714285,59.032857,56.457785,58.810000,58.804285,58.801428,58.818571,205964780,7.0000000000,58.055714,561
2590360,2011-09-20 00:00:00,59.321428,60.408571,58.741428,59.047142,59.064285,59.028571,59.065714,193937310,7.0000000000,59.685714,561
2590360,2011-09-21 00:00:00,59.948571,60.227142,58.857142,58.866428,58.877142,58.857142,58.875714,151493790,7.0000000000,59.700000,561
2590360,2011-09-22 00:00:00,57.290000,58.545714,56.671428,57.403571,57.402857,57.402857,57.404285,242120130,7.0000000000,57.570000,561
2590360,2011-09-23 00:00:00,57.182857,58.105714,57.121428,57.743571,57.757142,57.732857,57.754285,136620610,7.0000000000,57.748571,561
2590360,2011-09-26 00:00:00,57.122857,57.711428,55.900000,57.595714,57.595714,57.591428,57.600000,203218890,7.0000000000,56.815714,561
2590360,2011-09-27 00:00:00,58.390000,58.464285,56.865714,57.071428,57.037142,57.037142,57.105714,158124400,7.0000000000,57.800000,561
2590360,2011-09-28 00:00:00,57.170000,57.677142,56.644285,56.707142,56.715714,56.700000,56.714285,107463160,7.0000000000,57.217142,561
2590360,2011-09-29 00:00:00,57.417142,57.458571,55.172857,55.762142,55.795714,55.730000,55.794285,162841140,7.0000000000,56.070000,561
2590360,2011-09-30 00:00:00,55.302857,55.555714,54.454285,54.470000,54.474285,54.455714,54.484285,137059230,7.0000000000,55.002857,561
2590360,2011-10-03 00:00:00,54.338571,54.662857,53.310142,53.496428,53.514285,53.478571,53.514285,167268990,7.0000000000,53.938571,561
2590360,2011-10-04 00:00:00,53.510000,54.542857,50.605714,53.219285,53.214285,53.212857,53.225714,308418880,7.0000000000,52.661428,561
2590360,2011-10-05 00:00:00,52.551428,54.260000,51.471428,54.089285,54.035714,54.088571,54.090000,196617330,7.0000000000,53.115714,561
2590360,2011-10-06 00:00:00,53.332857,54.968571,53.114928,53.902142,53.910000,53.901428,53.902857,203145040,7.0000000000,53.981428,561
2590360,2011-10-07 00:00:00,53.682857,53.962857,52.641285,52.814285,52.828571,52.800000,52.828571,133904190,7.0000000000,53.182857,561
2590360,2011-10-10 00:00:00,54.155714,55.544285,54.030000,55.502142,55.544285,55.501428,55.502857,110628280,7.0000000000,54.802857,561
2590360,2011-10-11 00:00:00,56.081428,57.597142,55.928571,57.170000,57.184285,57.158571,57.181428,151420500,7.0000000000,56.965714,561
2590360,2011-10-12 00:00:00,58.191428,58.464285,57.162857,57.443571,57.455714,57.442857,57.444285,155571010,7.0000000000,57.941428,561
2590360,2011-10-13 00:00:00,57.854285,58.347142,57.550000,58.340000,58.347142,58.332857,58.347142,106545810,7.0000000000,58.028571,561
2590360,2011-10-14 00:00:00,59.547142,60.285714,59.324285,60.278571,60.285714,60.277142,60.280000,143341730,7.0000000000,59.757142,561
2590360,2011-10-17 00:00:00,60.248571,60.957142,59.420000,59.982857,59.998571,59.967142,59.998571,171510710,7.0000000000,60.185714,561
2590360,2011-10-18 00:00:00,60.251428,60.686671,59.427142,60.271428,60.320000,60.268571,60.274285,220400110,7.0000000000,59.381428,561
2590360,2011-10-19 00:00:00,57.335714,58.345571,56.828571,56.962142,56.945714,56.945714,56.978571,275998100,7.0000000000,57.487142,561
2590360,2011-10-20 00:00:00,57.142857,57.192857,56.315714,56.462142,56.472857,56.460000,56.464285,137382280,7.0000000000,56.664285,561
2590360,2011-10-21 00:00:00,56.871428,57.020000,55.821428,56.140000,56.124285,56.122857,56.157142,155310540,7.0000000000,56.412857,561
2590360,2011-10-24 00:00:00,56.597142,58.071428,56.485714,57.967142,57.967142,57.957142,57.977142,125589030,7.0000000000,57.575714,561
2590360,2011-10-25 00:00:00,57.861428,58.078571,56.768571,56.830000,56.824285,56.828571,56.831428,107650200,7.0000000000,57.265714,561
